timestamp,ambient_temperature,humidity,factory_load
2024-01-03 12:30:00,21.21,58.22,66.1
2024-01-03 12:45:00,22.66,59.23,90.68
2024-01-03 13:00:00,40.65,77.52,93.73
2024-01-03 13:15:00,23.56,30.0,83.26
2024-01-03 13:30:00,24.52,60.46,89.49
2024-01-03 13:45:00,39.18,58.81,82.0
2024-01-03 14:00:00,44.53,39.43,88.46
2024-01-03 14:15:00,24.14,70.08,97.37
2024-01-03 14:30:00,28.16,49.13,77.46
2024-01-03 14:45:00,31.71,54.64,81.98
2024-01-03 15:00:00,38.64,87.73,77.36
2024-01-03 15:15:00,25.07,75.15,90.95
2024-01-03 15:30:00,28.77,68.62,80.33
2024-01-03 15:45:00,33.89,65.71,74.14
2024-01-03 16:00:00,32.17,57.53,87.54
2024-01-03 16:15:00,28.12,89.99,89.52
2024-01-03 16:30:00,29.33,72.03,88.02
2024-01-03 16:45:00,23.13,48.76,100.0
2024-01-03 17:00:00,28.81,39.0,71.09
2024-01-03 17:15:00,28.67,68.5,94.18
2024-01-03 17:30:00,31.16,59.16,85.98
2024-01-03 17:45:00,27.22,38.57,85.04
2024-01-03 18:00:00,32.36,66.43,93.48
2024-01-03 18:15:00,35.06,55.96,81.36
2024-01-03 18:30:00,30.78,67.96,85.77
2024-01-03 18:45:00,31.76,66.63,69.27
2024-01-03 19:00:00,30.27,50.88,69.4
2024-01-03 19:15:00,30.0,69.49,86.15
2024-01-03 19:30:00,26.39,52.53,82.59
2024-01-03 19:45:00,31.58,53.51,100.0
2024-01-03 20:00:00,29.51,52.02,74.87
2024-01-03 20:15:00,40.47,76.96,89.68
2024-01-03 20:30:00,37.87,55.79,90.8
2024-01-03 20:45:00,31.93,80.59,71.39
2024-01-03 21:00:00,26.18,86.75,67.0
2024-01-03 21:15:00,24.44,48.92,87.64
2024-01-03 21:30:00,35.96,30.0,74.48
2024-01-03 21:45:00,31.31,75.67,73.53
2024-01-03 22:00:00,32.4,54.87,91.49
2024-01-03 22:15:00,21.28,47.01,83.81
2024-01-03 22:30:00,34.64,51.17,97.59
2024-01-03 22:45:00,32.27,53.78,90.29
2024-01-03 23:00:00,24.45,79.46,88.35
2024-01-03 23:15:00,27.64,62.4,90.43
2024-01-03 23:30:00,31.32,79.25,80.62
2024-01-03 23:45:00,30.26,67.41,83.97
2024-01-04 00:00:00,28.54,55.36,83.19
2024-01-04 00:15:00,29.48,54.14,80.68
2024-01-04 00:30:00,28.74,68.42,94.93
2024-01-04 00:45:00,30.76,72.31,88.38
2024-01-04 01:00:00,37.36,74.95,87.65
2024-01-04 01:15:00,20.0,56.08,78.25
2024-01-04 01:30:00,28.82,62.63,76.95
2024-01-04 01:45:00,30.88,68.76,77.86
2024-01-04 02:00:00,31.48,54.24,92.72
2024-01-04 02:15:00,28.14,42.98,79.73
2024-01-04 02:30:00,21.22,47.91,90.8
2024-01-04 02:45:00,31.64,56.38,80.58
2024-01-04 03:00:00,38.64,69.93,90.52
2024-01-04 03:15:00,22.33,78.88,93.85
2024-01-04 03:30:00,34.32,39.66,74.36
2024-01-04 03:45:00,28.36,51.04,85.28
2024-01-04 04:00:00,29.69,54.63,94.98
2024-01-04 04:15:00,24.74,71.92,67.23
2024-01-04 04:30:00,28.33,52.08,84.03
2024-01-04 04:45:00,36.5,53.55,75.4
2024-01-04 05:00:00,32.91,38.82,65.63
2024-01-04 05:15:00,38.66,67.25,90.98
2024-01-04 05:30:00,35.89,57.58,91.73
2024-01-04 05:45:00,32.2,50.19,87.22
2024-01-04 06:00:00,38.72,56.11,71.99
2024-01-04 06:15:00,32.19,76.9,94.64
2024-01-04 06:30:00,34.14,44.93,98.0
2024-01-04 06:45:00,28.52,47.38,85.53
2024-01-04 07:00:00,30.33,78.78,76.75
2024-01-04 07:15:00,26.51,61.14,74.24
2024-01-04 07:30:00,34.95,70.05,84.74
2024-01-04 07:45:00,24.11,66.03,82.59
2024-01-04 08:00:00,33.91,59.47,78.21
2024-01-04 08:15:00,29.05,54.78,70.72
2024-01-04 08:30:00,35.86,72.47,88.84
2024-01-04 08:45:00,33.75,77.44,100.0
2024-01-04 09:00:00,39.1,76.26,83.58
2024-01-04 09:15:00,33.65,42.22,98.93
2024-01-04 09:30:00,22.14,79.57,87.0
2024-01-04 09:45:00,29.67,54.63,81.46
2024-01-04 10:00:00,24.14,48.67,76.65
2024-01-04 10:15:00,27.41,57.46,74.0
2024-01-04 10:30:00,37.56,72.47,89.74
2024-01-04 10:45:00,33.19,68.11,77.13
2024-01-04 11:00:00,26.51,56.17,82.29
2024-01-04 11:15:00,24.93,72.56,80.99
2024-01-04 11:30:00,30.16,62.1,94.6
2024-01-04 11:45:00,23.92,51.41,88.45
2024-01-04 12:00:00,26.64,49.38,81.3
2024-01-04 12:15:00,31.56,66.15,98.56
2024-01-04 12:30:00,35.78,58.76,83.51
2024-01-04 12:45:00,33.04,39.37,77.15
2024-01-04 13:00:00,20.0,72.71,74.73
2024-01-04 13:15:00,31.52,52.8,81.89
2024-01-04 13:30:00,30.36,83.88,73.36
2024-01-04 13:45:00,32.07,38.96,84.14
2024-01-04 14:00:00,38.08,57.29,95.44
2024-01-04 14:15:00,20.0,49.5,76.08
2024-01-04 14:30:00,27.04,45.37,89.81
2024-01-04 14:45:00,32.95,52.7,93.68
2024-01-04 15:00:00,22.09,86.56,83.54
2024-01-04 15:15:00,37.38,62.15,75.52
2024-01-04 15:30:00,31.84,48.12,83.23
2024-01-04 15:45:00,34.23,32.57,86.83
2024-01-04 16:00:00,27.15,34.18,76.55
2024-01-04 16:15:00,34.07,51.95,86.4
2024-01-04 16:30:00,35.34,50.49,85.07
2024-01-04 16:45:00,31.16,56.64,87.73
2024-01-04 17:00:00,31.17,30.0,68.61
2024-01-04 17:15:00,31.35,58.62,76.27
2024-01-04 17:30:00,25.68,75.42,87.56
2024-01-04 17:45:00,29.26,84.34,91.51
2024-01-04 18:00:00,29.24,31.58,81.79
2024-01-04 18:15:00,31.92,47.98,84.42
2024-01-04 18:30:00,35.0,47.19,75.64
2024-01-04 18:45:00,24.71,62.19,82.29
2024-01-04 19:00:00,29.37,41.7,79.23
2024-01-04 19:15:00,37.41,85.23,69.1
2024-01-04 19:30:00,26.28,60.65,66.23
2024-01-04 19:45:00,25.89,58.15,68.33
2024-01-04 20:00:00,31.01,83.89,82.59
2024-01-04 20:15:00,34.22,59.76,98.22
2024-01-04 20:30:00,30.06,66.0,75.12
2024-01-04 20:45:00,36.64,48.74,66.36
2024-01-04 21:00:00,34.28,39.44,73.0
2024-01-04 21:15:00,34.21,50.84,85.69
2024-01-04 21:30:00,32.77,90.0,73.5
2024-01-04 21:45:00,41.64,69.5,71.05
2024-01-04 22:00:00,28.97,64.12,78.12
2024-01-04 22:15:00,20.0,45.35,87.18
2024-01-04 22:30:00,38.02,73.67,83.4
2024-01-04 22:45:00,27.71,39.63,79.55
2024-01-04 23:00:00,30.54,36.49,72.43
2024-01-04 23:15:00,36.55,51.62,69.08
2024-01-04 23:30:00,21.99,89.32,79.14
2024-01-04 23:45:00,23.74,88.47,83.76
2024-01-05 00:00:00,21.99,53.23,88.67
2024-01-05 00:15:00,26.03,49.89,95.2
2024-01-05 00:30:00,32.2,35.39,86.92
2024-01-05 00:45:00,32.62,61.17,75.75
2024-01-05 01:00:00,31.38,62.43,84.33
2024-01-05 01:15:00,22.94,71.84,79.0
2024-01-05 01:30:00,20.0,73.66,89.86
2024-01-05 01:45:00,30.27,57.04,72.36
2024-01-05 02:00:00,27.64,68.34,87.65
2024-01-05 02:15:00,32.3,49.49,77.03
2024-01-05 02:30:00,33.51,68.06,79.87
2024-01-05 02:45:00,30.69,52.39,87.48
2024-01-05 03:00:00,33.8,66.89,76.91
2024-01-05 03:15:00,31.15,65.68,93.69
2024-01-05 03:30:00,32.65,61.03,81.46
2024-01-05 03:45:00,26.48,71.92,80.15
2024-01-05 04:00:00,29.1,36.44,80.01
2024-01-05 04:15:00,30.98,44.03,89.71
2024-01-05 04:30:00,34.1,55.95,78.97
2024-01-05 04:45:00,28.03,38.35,83.32
2024-01-05 05:00:00,32.61,53.9,82.12
2024-01-05 05:15:00,28.67,54.38,87.08
2024-01-05 05:30:00,29.41,79.65,85.47
2024-01-05 05:45:00,34.15,62.14,68.28
2024-01-05 06:00:00,20.03,75.44,93.1
2024-01-05 06:15:00,23.52,64.53,81.55
2024-01-05 06:30:00,22.59,51.96,69.29
2024-01-05 06:45:00,20.0,62.01,92.8
2024-01-05 07:00:00,26.61,70.94,80.13
2024-01-05 07:15:00,33.75,77.9,78.43
2024-01-05 07:30:00,28.58,58.02,99.72
2024-01-05 07:45:00,30.99,35.29,93.36
2024-01-05 08:00:00,35.45,34.23,74.58
2024-01-05 08:15:00,36.64,55.1,77.68
2024-01-05 08:30:00,29.65,30.0,65.43
2024-01-05 08:45:00,36.77,86.93,89.07
2024-01-05 09:00:00,30.46,68.95,75.72
2024-01-05 09:15:00,25.81,50.46,81.89
2024-01-05 09:30:00,27.03,43.36,80.15
2024-01-05 09:45:00,22.6,75.42,82.66
2024-01-05 10:00:00,25.56,43.3,89.79
2024-01-05 10:15:00,28.21,44.73,75.45
2024-01-05 10:30:00,34.02,48.51,77.76
2024-01-05 10:45:00,38.6,61.71,86.05
2024-01-05 11:00:00,23.09,69.31,95.78
2024-01-05 11:15:00,31.96,77.89,83.2
2024-01-05 11:30:00,24.8,75.67,88.04
2024-01-05 11:45:00,32.37,60.01,77.16
2024-01-05 12:00:00,29.34,75.31,86.06
2024-01-05 12:15:00,20.85,49.94,100.0
2024-01-05 12:30:00,34.64,32.69,76.56
2024-01-05 12:45:00,26.97,49.93,91.1
2024-01-05 13:00:00,27.33,47.91,80.72
2024-01-05 13:15:00,24.65,50.52,74.1
2024-01-05 13:30:00,26.73,45.61,85.79
2024-01-05 13:45:00,32.14,53.08,85.51
2024-01-05 14:00:00,29.05,69.3,88.89
2024-01-05 14:15:00,31.64,85.73,100.0
2024-01-05 14:30:00,31.81,34.12,78.19
2024-01-05 14:45:00,36.6,40.68,94.37
2024-01-05 15:00:00,28.29,48.13,71.34
2024-01-05 15:15:00,22.62,71.49,89.08
2024-01-05 15:30:00,35.34,56.93,85.78
2024-01-05 15:45:00,28.34,49.14,79.94
2024-01-05 16:00:00,35.57,70.75,91.07
2024-01-05 16:15:00,31.92,74.35,85.42
2024-01-05 16:30:00,29.34,59.72,100.0
2024-01-05 16:45:00,31.74,47.76,89.72
2024-01-05 17:00:00,39.76,64.05,89.58
2024-01-05 17:15:00,40.38,56.5,78.0
2024-01-05 17:30:00,30.35,56.38,89.3
2024-01-05 17:45:00,30.8,52.31,86.8
2024-01-05 18:00:00,35.38,73.87,70.98
2024-01-05 18:15:00,25.77,63.75,76.61
2024-01-05 18:30:00,31.67,75.54,100.0
2024-01-05 18:45:00,29.87,80.04,94.16
2024-01-05 19:00:00,31.57,66.88,93.21
2024-01-05 19:15:00,25.83,52.4,71.53
2024-01-05 19:30:00,22.05,75.6,74.45
2024-01-05 19:45:00,20.0,66.98,90.76
2024-01-05 20:00:00,24.41,90.0,70.48
2024-01-05 20:15:00,27.71,64.65,85.84
2024-01-05 20:30:00,28.53,70.47,78.09
2024-01-05 20:45:00,39.69,64.36,98.79
2024-01-05 21:00:00,35.53,58.51,82.37
2024-01-05 21:15:00,25.19,56.12,75.42
2024-01-05 21:30:00,31.74,64.41,89.5
2024-01-05 21:45:00,27.96,67.82,72.92
2024-01-05 22:00:00,28.58,77.32,87.65
2024-01-05 22:15:00,30.93,64.63,85.63
2024-01-05 22:30:00,33.1,53.06,92.35
2024-01-05 22:45:00,28.3,55.1,82.48
2024-01-05 23:00:00,35.32,40.16,83.6
2024-01-05 23:15:00,24.29,84.92,70.46
2024-01-05 23:30:00,30.03,51.88,99.12
2024-01-05 23:45:00,42.99,74.51,81.6
2024-01-06 00:00:00,31.12,64.15,86.81
2024-01-06 00:15:00,37.17,64.56,84.23
2024-01-06 00:30:00,30.46,58.24,89.99
2024-01-06 00:45:00,32.9,48.18,90.26
2024-01-06 01:00:00,29.72,45.47,77.18
2024-01-06 01:15:00,29.15,85.93,90.79
2024-01-06 01:30:00,26.1,61.71,88.38
2024-01-06 01:45:00,32.15,76.88,90.36
2024-01-06 02:00:00,25.74,80.77,100.0
2024-01-06 02:15:00,33.33,53.84,85.32
2024-01-06 02:30:00,35.43,66.35,84.15
2024-01-06 02:45:00,31.83,60.68,81.18
2024-01-06 03:00:00,28.57,42.64,85.32
2024-01-06 03:15:00,32.27,57.22,80.65
2024-01-06 03:30:00,28.46,68.81,81.39
2024-01-06 03:45:00,34.68,52.51,67.09
2024-01-06 04:00:00,20.84,55.13,86.26
2024-01-06 04:15:00,28.32,57.4,65.61
2024-01-06 04:30:00,20.05,90.0,78.15
2024-01-06 04:45:00,22.52,32.49,90.41
2024-01-06 05:00:00,36.82,67.52,69.77
2024-01-06 05:15:00,34.48,56.2,85.29
2024-01-06 05:30:00,26.4,50.39,80.35
2024-01-06 05:45:00,22.49,55.83,82.82
2024-01-06 06:00:00,20.0,70.01,92.73
2024-01-06 06:15:00,27.28,70.87,91.53
2024-01-06 06:30:00,42.1,62.79,93.71
2024-01-06 06:45:00,32.17,76.39,81.2
2024-01-06 07:00:00,27.2,79.03,79.87
2024-01-06 07:15:00,32.33,72.25,83.07
2024-01-06 07:30:00,22.2,51.81,91.76
2024-01-06 07:45:00,28.51,67.42,93.03
2024-01-06 08:00:00,30.5,67.49,87.59
2024-01-06 08:15:00,29.57,47.77,74.35
2024-01-06 08:30:00,33.95,36.46,89.6
2024-01-06 08:45:00,31.72,30.0,87.09
2024-01-06 09:00:00,33.34,61.05,86.31
2024-01-06 09:15:00,26.56,64.47,94.09
2024-01-06 09:30:00,34.49,42.27,83.27
2024-01-06 09:45:00,38.14,75.69,92.27
2024-01-06 10:00:00,25.15,62.28,89.71
2024-01-06 10:15:00,25.56,80.24,76.54
2024-01-06 10:30:00,36.68,65.56,96.62
2024-01-06 10:45:00,29.04,44.0,76.51
2024-01-06 11:00:00,37.02,66.87,96.58
2024-01-06 11:15:00,27.79,70.05,89.02
2024-01-06 11:30:00,37.28,51.79,84.99
2024-01-06 11:45:00,30.66,38.37,79.99
2024-01-06 12:00:00,31.29,61.5,87.26
2024-01-06 12:15:00,37.82,44.99,100.0
2024-01-06 12:30:00,28.19,76.81,65.28
2024-01-06 12:45:00,25.29,53.89,89.65
2024-01-06 13:00:00,27.76,85.87,79.59
2024-01-06 13:15:00,32.26,30.0,78.09
2024-01-06 13:30:00,22.17,62.02,86.33
2024-01-06 13:45:00,33.19,81.44,79.05
2024-01-06 14:00:00,27.31,46.65,81.68
2024-01-06 14:15:00,35.74,57.61,90.54
2024-01-06 14:30:00,20.0,53.95,94.3
2024-01-06 14:45:00,26.07,49.74,88.77
2024-01-06 15:00:00,21.57,63.67,75.47
2024-01-06 15:15:00,25.87,40.57,91.75
2024-01-06 15:30:00,31.24,58.34,84.91
2024-01-06 15:45:00,29.1,67.74,87.5
2024-01-06 16:00:00,28.73,56.77,90.23
2024-01-06 16:15:00,29.2,45.0,100.0
2024-01-06 16:30:00,31.02,75.45,72.86
2024-01-06 16:45:00,24.96,70.95,82.12
2024-01-06 17:00:00,33.53,44.38,77.37
2024-01-06 17:15:00,33.31,40.59,78.68
2024-01-06 17:30:00,31.93,45.72,88.98
2024-01-06 17:45:00,32.78,68.18,89.2
2024-01-06 18:00:00,31.48,64.13,85.83
2024-01-06 18:15:00,40.18,71.85,88.28
2024-01-06 18:30:00,29.56,55.11,73.93
2024-01-06 18:45:00,28.46,46.13,86.16
2024-01-06 19:00:00,26.23,73.78,69.34
2024-01-06 19:15:00,24.84,51.7,79.47
